participant_id	city	age	email
955	Toronto	66	FPTRALVR@gmail.com
460	Ottawa	78	KC8X8F3B@gmail.com
856	Gatineau	75	Z5ICR00Q@gmail.com
398	Ottawa	77	IB2ZYY00@gmail.com
214	Gatineau	71	L7Y36ILS@gmail.com
51	Gatineau	78	O473LA4J@gmail.com
400	Gatineau	67	G5OU4BHF@gmail.com
40	Gatineau	75	7HQFIRHD@gmail.com
803	Ottawa	76	RMZNILIN@gmail.com
336	Gatineau	78	W5DAR5UN@gmail.com
993	Gatineau	69	9UBYRHWV@gmail.com
907	Hamilton	67	RTSG8U50@gmail.com
836	Gatineau	76	GVLWWY9N@gmail.com
399	Toronto	78	V1A8BGSA@gmail.com
310	Hamilton	70	M8Q04E3B@gmail.com
163	Hamilton	72	RYAEJ2NQ@gmail.com
494	Montreal	77	NGSFZ6TK@gmail.com
972	Ottawa	66	NYDWDUEK@gmail.com
531	Gatineau	70	X2ADZRPK@gmail.com
124	London	71	Z9FDVKJ4@gmail.com
375	Gatineau	71	V4K95DVH@gmail.com
930	Toronto	72	C7QWA2FH@gmail.com
21	Hamilton	71	UWJRQXW7@gmail.com
627	Quebec	68	R5SL6OCV@gmail.com
220	Hamilton	67	B47MCEXH@gmail.com
901	London	72	ABWJ1Q0N@gmail.com
49	Gatineau	71	K49YRVQ3@gmail.com
643	Montreal	77	Z7501EV1@gmail.com
686	Montreal	70	623BOA34@gmail.com
76	Hamilton	67	LJ41BJNU@gmail.com
827	Gatineau	66	AGVUAX2J@gmail.com
139	Gatineau	69	SR1OGDPV@gmail.com
298	Quebec	72	F93TDFG5@gmail.com
351	Ottawa	71	9E6IHSIN@gmail.com
676	Gatineau	70	A4AJC58K@gmail.com
265	Quebec	77	LO21R84P@gmail.com
159	London	76	DVH8Z6KO@gmail.com
570	Toronto	72	KR1Q700K@gmail.com
609	Toronto	70	7CG7V4CZ@gmail.com
504	Gatineau	69	U3GS393C@gmail.com
331	Hamilton	66	9J0LB8OT@gmail.com
633	Ottawa	69	Q87EAV7A@gmail.com
631	London	68	V2331RFU@gmail.com
429	Montreal	76	YUL70PKE@gmail.com
851	Montreal	74	N82OKEK8@gmail.com
131	Ottawa	70	U4NA2YLL@gmail.com
839	Ottawa	74	R68WFTL0@gmail.com
319	Montreal	76	MVMP7I5X@gmail.com
146	London	76	W40VOE8G@gmail.com
958	Ottawa	78	3XAJXRNL@gmail.com
277	Quebec	69	VTQ7TLI8@gmail.com
37	Hamilton	76	N8PMTORR@gmail.com
174	Montreal	68	OA5SWIPJ@gmail.com
780	Hamilton	67	16A8HQR5@gmail.com
730	Toronto	77	XI9N5ID2@gmail.com
334	Ottawa	66	Q4T5EDFD@gmail.com
325	Hamilton	71	ZIBQ0ECO@gmail.com
554	Quebec	74	A0X8O4S9@gmail.com
756	London	70	V2M3ATJL@gmail.com
841	London	78	M1R3U5XF@gmail.com
201	Montreal	77	04A7PNC3@gmail.com
348	Toronto	66	LCAW9Q75@gmail.com
595	Quebec	70	TSL3ABPG@gmail.com
986	Quebec	77	3CJ679XK@gmail.com
858	Quebec	77	ELFT7ZKT@gmail.com
499	Hamilton	71	HRCMBI5L@gmail.com
536	Gatineau	65	O9VXVO4J@gmail.com
728	Montreal	76	Y34I09G8@gmail.com
782	Hamilton	74	2DZA3SEA@gmail.com
693	Gatineau	75	0JXGHGMK@gmail.com
938	Quebec	65	JAE6PK47@gmail.com
313	Gatineau	66	S2R6358H@gmail.com
762	Quebec	70	J0X8G9MY@gmail.com
172	Hamilton	72	JZH0L0KJ@gmail.com
69	Toronto	74	FWJIQ2DJ@gmail.com
134	Toronto	66	RKALOJ3K@gmail.com
98	Montreal	71	FFZV6S4I@gmail.com
457	Toronto	78	7U7UEZB4@gmail.com
639	Gatineau	76	1WBUQFEI@gmail.com
333	Toronto	67	Z98ENXTN@gmail.com
732	Toronto	72	MOJKIATB@gmail.com
127	Ottawa	69	B4RKN6JD@gmail.com
817	London	71	2ISKDN00@gmail.com
122	Quebec	73	20EPQRWK@gmail.com
234	Hamilton	70	6LP1NKE0@gmail.com
917	Toronto	70	TCG5C1F7@gmail.com
505	Quebec	67	QJLW81NK@gmail.com
935	Hamilton	65	R96J90KB@gmail.com
713	Hamilton	67	2BCJC0FP@gmail.com
299	London	65	982FOLX1@gmail.com
594	Hamilton	74	QPCIYKOS@gmail.com
81	London	73	IOAAFLF7@gmail.com
855	Ottawa	74	Q4AK5M2O@gmail.com
238	Hamilton	76	M2ZDQ61Q@gmail.com
834	Gatineau	77	1RPC2LSO@gmail.com
821	Gatineau	67	G6H2F6ER@gmail.com
811	Hamilton	69	I56WW99M@gmail.com
475	Ottawa	75	PDHAPTYZ@gmail.com
264	Montreal	75	3IBX3I1A@gmail.com
82	Hamilton	73	NHU82B5U@gmail.com
70	Toronto	67	9QOEG0RC@gmail.com
808	Ottawa	77	PGIT4AJW@gmail.com
312	Ottawa	69	TBORR1C1@gmail.com
830	Hamilton	78	1ZG7CZBN@gmail.com
642	Quebec	74	SGJJIHDP@gmail.com
75	London	73	04B7V9PM@gmail.com
506	London	68	VM75CW0M@gmail.com
133	Montreal	77	VHVFQB56@gmail.com
979	Hamilton	74	B20VR6ON@gmail.com
846	Quebec	69	YUFT1Z22@gmail.com
208	Ottawa	67	G9EGRE4G@gmail.com
602	Montreal	77	K2PQZB5S@gmail.com
112	Gatineau	66	CXC8N6RN@gmail.com
547	Montreal	74	RL2NP7JK@gmail.com
424	Montreal	67	G66I63XZ@gmail.com
682	Hamilton	71	9MX2WS70@gmail.com
263	Ottawa	68	3CRGNT1N@gmail.com
854	Quebec	73	X4MNKEPJ@gmail.com
369	Quebec	67	TMRUX40N@gmail.com
410	Ottawa	77	9T95OYXW@gmail.com
759	Gatineau	71	6R6G7FAO@gmail.com
892	Toronto	71	14HXFZHD@gmail.com
524	Quebec	69	3B6X0JYV@gmail.com
374	Montreal	70	H8ENYVM2@gmail.com
763	Quebec	77	IV5ZWNHC@gmail.com
974	Ottawa	72	DTM3OAQY@gmail.com
167	London	77	DA5DRCHG@gmail.com
227	Gatineau	69	438Y6HK3@gmail.com
31	Hamilton	72	S8BU9QVJ@gmail.com
737	Ottawa	77	GD604048@gmail.com
736	Ottawa	65	X36S5I3N@gmail.com
660	Montreal	68	9R2JFDPV@gmail.com
221	London	73	9QMG4GQL@gmail.com
90	Quebec	70	X7TD18OG@gmail.com
271	Gatineau	68	I9N6WO29@gmail.com
482	Gatineau	66	B2HMZ3BT@gmail.com
493	Gatineau	66	F2FZFAY7@gmail.com
297	Ottawa	76	2ISC2F2Z@gmail.com
805	Hamilton	71	BTX75W10@gmail.com
597	Toronto	74	467U34R0@gmail.com
356	Montreal	68	9CUWAB39@gmail.com
407	Ottawa	71	KDOILKRN@gmail.com
140	Ottawa	71	R8038MVR@gmail.com
211	Montreal	77	I615O0AA@gmail.com
285	Ottawa	65	MQLYYAU4@gmail.com
257	Toronto	77	3U9D3WN3@gmail.com
444	Ottawa	75	M9OI6KOI@gmail.com
543	Montreal	74	WN1308SD@gmail.com
708	Quebec	75	Z1VZQ50W@gmail.com
244	Toronto	73	KRENUN9D@gmail.com
663	Gatineau	66	5NUWHK6N@gmail.com
798	London	77	ZPX7ZD6F@gmail.com
922	Hamilton	73	W3CU81MM@gmail.com
355	Gatineau	78	FO0VWZBO@gmail.com
828	Montreal	77	P11LCPCF@gmail.com
671	Gatineau	70	UKP1CBZ9@gmail.com
48	Hamilton	72	WB3DVYGR@gmail.com
876	London	74	F6WKBK0I@gmail.com
848	Toronto	72	LI1IMAJ0@gmail.com
346	Montreal	72	E9OJKZJO@gmail.com
329	Quebec	69	FN6H5G15@gmail.com
390	Toronto	71	BD6WXOLX@gmail.com
256	Montreal	76	FK034UTE@gmail.com
508	London	71	5DGK27W6@gmail.com
437	Montreal	75	BR318P6S@gmail.com
898	Ottawa	77	N9QCJG3D@gmail.com
417	Montreal	76	UM6Q4MOG@gmail.com
328	Toronto	73	4EWCBPFT@gmail.com
579	Montreal	73	5GL5JTLY@gmail.com
908	Ottawa	78	TJ1WLHH9@gmail.com
50	Montreal	78	6KAZM479@gmail.com
617	Ottawa	70	M3W0GF6M@gmail.com
4	Ottawa	70	1TBAACCA@gmail.com
900	Hamilton	72	H7UF53ZC@gmail.com
491	Toronto	68	QDC1FJIG@gmail.com
714	Gatineau	77	QI9674HP@gmail.com
408	Quebec	68	TPJ2OPFW@gmail.com
254	London	69	T829H7HR@gmail.com
768	Quebec	73	J51DBOSU@gmail.com
420	London	65	DFRALP89@gmail.com
357	Toronto	68	IE47LKSR@gmail.com
397	Montreal	78	W1NE3UOR@gmail.com
137	London	75	TBR2VW7B@gmail.com
12	Montreal	69	ZOXQ26UR@gmail.com
230	Quebec	74	J9D8JXJT@gmail.com
571	Toronto	72	1WZXPL5T@gmail.com
523	Montreal	68	790KX5VD@gmail.com
934	Hamilton	70	MHSH9FAM@gmail.com
207	Montreal	70	QSXDB5I9@gmail.com
138	Ottawa	76	VJYQ8EZX@gmail.com
85	Toronto	65	9PXJ2K41@gmail.com
699	Gatineau	71	9AVRYAUX@gmail.com
442	Gatineau	74	0GXWB2TV@gmail.com
55	London	69	D2E9RNJ5@gmail.com
584	Montreal	75	MGH01ILO@gmail.com
704	Hamilton	75	YDYQ0VL6@gmail.com
414	Ottawa	69	3XXI0TMA@gmail.com
169	Montreal	71	Z85WRD94@gmail.com
107	London	78	0SD2B86X@gmail.com
685	Quebec	70	NG806WQN@gmail.com
472	Quebec	69	K29USJBM@gmail.com
26	Gatineau	68	7U8PMSI7@gmail.com
43	Ottawa	73	JZFB6RQ5@gmail.com
364	Gatineau	68	UYFDKPBM@gmail.com
644	Ottawa	71	CDMZSO9A@gmail.com
29	Quebec	70	R2M0TR79@gmail.com
128	Ottawa	74	TS2514AS@gmail.com
434	London	75	DTP4JO1T@gmail.com
380	Ottawa	75	6HKJPNNB@gmail.com
766	Gatineau	74	U6KISVRD@gmail.com
218	Montreal	68	A4BORWRN@gmail.com
445	Gatineau	69	QY2VWXM3@gmail.com
667	Hamilton	71	LWV5NGCT@gmail.com
951	Ottawa	67	HGJKKB5Z@gmail.com
873	Montreal	65	M9AHNA24@gmail.com
308	Toronto	78	G1P6L24I@gmail.com
250	London	67	9MQRPD4S@gmail.com
103	Gatineau	71	QHPTOBUT@gmail.com
473	Gatineau	76	4AZGF8PO@gmail.com
977	Toronto	69	OGM4V2EV@gmail.com
773	Toronto	69	60KPCQZ5@gmail.com
116	Hamilton	73	QCG121F4@gmail.com
160	Montreal	69	BBIEATVK@gmail.com
675	Toronto	73	2LFTS7WP@gmail.com
911	Quebec	75	RSMPDMS0@gmail.com
248	London	70	FIZU8EL9@gmail.com
942	Gatineau	67	UW9OG9VA@gmail.com
157	Montreal	72	TUBADUD9@gmail.com
983	Montreal	72	LJPJQCKS@gmail.com
696	Montreal	65	H51VJEU1@gmail.com
692	Quebec	72	N307N9EG@gmail.com
6	Toronto	67	E69HG3TP@gmail.com
741	Quebec	70	GVEZB2B3@gmail.com
533	Quebec	69	SY87EWC5@gmail.com
944	Quebec	74	JA1JFOTL@gmail.com
604	Hamilton	72	DJNRXL17@gmail.com
78	Toronto	69	XQU9RJC2@gmail.com
679	Gatineau	70	Q1JO5RZO@gmail.com
800	Quebec	68	4VK7WIJ5@gmail.com
868	Hamilton	72	FAFI0F4F@gmail.com
626	Quebec	69	EUC5WHDX@gmail.com
903	Montreal	71	ZHUMG7JU@gmail.com
950	Montreal	66	GJCLSV8S@gmail.com
886	London	67	34JCOCXW@gmail.com
747	Toronto	68	Y35RKTIA@gmail.com
710	Montreal	78	5J46JCQX@gmail.com
148	London	70	23V11XXG@gmail.com
545	Gatineau	72	MZ64XGY8@gmail.com
879	Toronto	65	RBK2XW58@gmail.com
865	Gatineau	75	F7X9B5JG@gmail.com
219	Gatineau	73	WZ6HS8TH@gmail.com
605	Gatineau	78	3CQNC17M@gmail.com
629	Montreal	78	U4MHFIFM@gmail.com
342	Montreal	71	5CSQTT3G@gmail.com
198	London	72	0M9S9XYJ@gmail.com
760	Ottawa	78	VFA8S3LF@gmail.com
426	Quebec	78	YCVAXV4Y@gmail.com
350	Quebec	76	TRPBEIIR@gmail.com
927	London	78	S71FDWYX@gmail.com
121	Quebec	68	YW2RBXP6@gmail.com
286	London	66	TRAPVDI0@gmail.com
278	Gatineau	75	NA2ONP74@gmail.com
801	Toronto	68	ZZD3MJ8G@gmail.com
179	Quebec	72	LJK84XPK@gmail.com
233	Gatineau	65	1AKGV80X@gmail.com
781	Quebec	75	YXCY7GEI@gmail.com
767	Montreal	67	GFM6MSBP@gmail.com
887	Montreal	74	9QJT0T5L@gmail.com
949	Gatineau	67	MKNVWP2S@gmail.com
213	Ottawa	65	HB782P66@gmail.com
947	London	74	BGCGAOXU@gmail.com
60	Toronto	66	0EZM7W3H@gmail.com
941	Ottawa	70	KSRYEGXN@gmail.com
74	Montreal	66	9CLF2LOD@gmail.com
345	Montreal	65	Y37XN7EE@gmail.com
354	Toronto	67	CSY2IGPC@gmail.com
690	Montreal	72	5SNEYYQB@gmail.com
177	Gatineau	72	IT9WM9ZA@gmail.com
361	Quebec	65	G6VZDD3C@gmail.com
23	Toronto	65	1VFZBJFN@gmail.com
590	Quebec	71	VCQMOBE5@gmail.com
963	Gatineau	65	IJ8IT4SS@gmail.com
422	London	77	GWWF49BM@gmail.com
575	Montreal	65	A8L77I02@gmail.com
210	Montreal	69	L2ZZLL41@gmail.com
86	Gatineau	76	DGF66JG8@gmail.com
115	Hamilton	70	INBXL6NV@gmail.com
965	Hamilton	67	HM9VLVC3@gmail.com
261	Ottawa	66	NNX8M7HT@gmail.com
566	Montreal	75	IPO2V4KY@gmail.com
982	London	70	E2RC31H9@gmail.com
844	Montreal	69	D2HWEQG0@gmail.com
16	Ottawa	70	G3G79661@gmail.com
622	Toronto	74	GO9L9UO7@gmail.com
516	Toronto	68	YU2EQFT9@gmail.com
799	Montreal	76	P9V2XR5W@gmail.com
449	Gatineau	76	JLSP0YMW@gmail.com
561	Montreal	70	W6JCNE1Q@gmail.com
754	London	66	GRZQWY0O@gmail.com
341	Toronto	72	WP71CCG7@gmail.com
188	Toronto	70	QBE50SUP@gmail.com
806	Toronto	69	HQ9GC557@gmail.com
30	London	76	WKKK6XKI@gmail.com
323	Montreal	68	63LPH9NY@gmail.com
91	Hamilton	67	OAEQ81UG@gmail.com
634	London	68	X0IL1RZK@gmail.com
534	Ottawa	66	6MAX6GSH@gmail.com
458	Toronto	71	O7E3RZHA@gmail.com
581	Ottawa	72	943ZK8CQ@gmail.com
68	Ottawa	72	24O68UU3@gmail.com
262	Hamilton	76	8ZHGQZ91@gmail.com
226	Gatineau	76	6TTYDFKD@gmail.com
96	Gatineau	74	89VPK16N@gmail.com
630	Quebec	74	Y5EETO2Z@gmail.com
896	Montreal	72	EQKTWB6V@gmail.com
694	Toronto	74	5TUHGJS3@gmail.com
396	Hamilton	68	NIKSWLBC@gmail.com
611	London	74	EDZH2JJ5@gmail.com
317	Gatineau	65	2O2UPHLT@gmail.com
674	Toronto	75	5XWIMPAO@gmail.com
152	Quebec	65	I6BOYVO3@gmail.com
63	London	67	BRAL17YJ@gmail.com
769	Hamilton	74	4KPRST1C@gmail.com
362	Ottawa	67	YD59BQGY@gmail.com
772	Gatineau	69	7VV519JB@gmail.com
266	Quebec	67	LMFG27JG@gmail.com
303	London	70	R418CGVA@gmail.com
975	Toronto	70	DTQPQQXB@gmail.com
309	Hamilton	71	NTC2ET10@gmail.com
829	Ottawa	77	V05ALX8G@gmail.com
866	Montreal	72	D6LGSSEI@gmail.com
411	London	76	MZZ73ID8@gmail.com
601	Hamilton	76	UYWYTW55@gmail.com
788	Hamilton	73	1Y4RFEFW@gmail.com
272	Quebec	71	QYDGG0H8@gmail.com
181	Gatineau	78	6VXOITEG@gmail.com
93	Hamilton	77	E1TS0JFP@gmail.com
945	Ottawa	72	L8Q2DRFS@gmail.com
486	Montreal	72	J5W02DQO@gmail.com
680	Toronto	73	890FUTDG@gmail.com
771	Hamilton	66	I1MS6IHG@gmail.com
716	Hamilton	66	P9MJZQDV@gmail.com
740	Ottawa	68	2AWV4O2M@gmail.com
731	Toronto	78	7NJXV9YE@gmail.com
206	Gatineau	69	RPBBQROD@gmail.com
45	Quebec	67	WTIMLRU1@gmail.com
614	London	71	DBH7Y8KB@gmail.com
465	Ottawa	75	6YT3I76A@gmail.com
969	Quebec	76	119NPXEV@gmail.com
948	London	66	FNMJWPVN@gmail.com
500	Ottawa	74	K04WXMCO@gmail.com
831	Toronto	75	PPTDVT4Y@gmail.com
507	London	71	LFQ8EXLT@gmail.com
332	Gatineau	69	FQN0SQIQ@gmail.com
268	Hamilton	69	34D14WDI@gmail.com
209	Quebec	76	Z65F36I9@gmail.com
596	Montreal	71	Q5KDULHR@gmail.com
746	Ottawa	77	K9QKUKGS@gmail.com
469	Ottawa	77	7RTXLRDE@gmail.com
651	Montreal	65	IH1LIXBI@gmail.com
279	Quebec	74	QAKIWYFN@gmail.com
353	London	68	82GBCB2A@gmail.com
815	Montreal	78	ZMFNDBI8@gmail.com
118	Montreal	73	LHO2BDOC@gmail.com
670	Montreal	69	Z7SM09ML@gmail.com
476	Hamilton	76	RBBTVPLK@gmail.com
721	London	75	WDDJ6UCA@gmail.com
921	Quebec	71	6HPGW3QV@gmail.com
723	Quebec	70	5WZTISMM@gmail.com
409	Montreal	72	68SQNO9V@gmail.com
703	Montreal	77	7V871WZC@gmail.com
893	London	68	HWMGNGBJ@gmail.com
164	Toronto	67	V7XCF3VO@gmail.com
525	Gatineau	70	GL7YSBYV@gmail.com
126	Quebec	77	0LMFNMNL@gmail.com
616	Hamilton	70	NIK61RN7@gmail.com
470	Quebec	78	ZZI8HZNO@gmail.com
258	Montreal	71	7CB2C766@gmail.com
783	London	67	Q4H7CN1K@gmail.com
641	Montreal	72	617F6SGL@gmail.com
467	Quebec	72	WCB0C4R7@gmail.com
17	Hamilton	69	CB7HCMVL@gmail.com
666	Gatineau	66	5NY598L9@gmail.com
997	Ottawa	71	Y3H4F8UT@gmail.com
170	Hamilton	71	JX49NK05@gmail.com
129	Montreal	78	QD6IDZ14@gmail.com
404	Ottawa	65	I9ZI7XSP@gmail.com
925	Hamilton	72	CONNEUU5@gmail.com
996	Montreal	69	YO3LXHC8@gmail.com
824	Hamilton	71	FUZ20IYP@gmail.com
223	Montreal	78	I2RTYUZG@gmail.com
860	Gatineau	65	0G4XD6QT@gmail.com
363	Quebec	75	SCP0J7VS@gmail.com
183	Toronto	77	L5KBC0SU@gmail.com
300	Montreal	70	W9WYHMS4@gmail.com
366	Gatineau	66	WR9ISUGP@gmail.com
340	Gatineau	68	G7N53WSX@gmail.com
237	Quebec	74	F68C948R@gmail.com
477	Montreal	68	A8B4XDIB@gmail.com
106	Quebec	70	X4JUK6D0@gmail.com
729	London	66	MDF48KVL@gmail.com
529	Hamilton	74	H028L5UD@gmail.com
318	London	69	2VIUAKY1@gmail.com
462	Toronto	74	W7SG1NW3@gmail.com
196	Toronto	71	DWLBKQJM@gmail.com
698	Gatineau	73	WOUQF8B4@gmail.com
176	Toronto	73	3EPQT3TF@gmail.com
592	Gatineau	71	5XYXPTZQ@gmail.com
665	Toronto	65	JMU2JT2J@gmail.com
20	Ottawa	67	GXH1KO05@gmail.com
689	London	67	NMWHAPUN@gmail.com
471	London	70	2ZLZIOD9@gmail.com
337	Hamilton	68	FRXH2VM2@gmail.com
67	Hamilton	70	QOZH8MW7@gmail.com
878	Gatineau	69	AMHDZQX6@gmail.com
149	London	76	F83TTZ7A@gmail.com
187	Montreal	70	HDM7CPBV@gmail.com
797	London	78	BETEZNLV@gmail.com
749	Montreal	66	C5DVKQDL@gmail.com
645	London	70	JDCYG98J@gmail.com
719	London	69	KEXVVPLJ@gmail.com
933	Ottawa	73	UDJVQQPU@gmail.com
302	Quebec	78	M4MUY9KB@gmail.com
832	Quebec	71	LDOFFUXS@gmail.com
966	Gatineau	75	O3BBWTLT@gmail.com
573	Gatineau	68	8ES4GHX3@gmail.com
306	Montreal	65	Q52WN88R@gmail.com
988	Montreal	77	N6EHYPE8@gmail.com
